name,descript,eval_link
Deutsche Kinderschutzstiftung Hänsel + Gretel,"Die Deutsche Kinderschutzstiftung Hänsel + Gretel ist bestrebt, das Problem der sexuellen Gewalt an Kindern stärker und nachdrücklich in das öffentliche Bewusstsein zu bringen und …",https://www.dzi.de/organisation/stiftung-haenselgretel/
Deutsche Leukämie-Forschungshilfe – Aktion für krebskranke Kinder e.V.,"Die Deutsche Leukämie-Forschungshilfe – Aktion für krebskranke Kinder e.V. fördert die Leukämie- und Krebsforschung und hilft betroffenen Kindern und ihren Familien mit finanziellen Unterstützungszahlungen, psychosozialer …",https://www.dzi.de/organisation/deutsche-leukaemie-forschungshilfe-aktion-fuer-krebskranke-kinder-e-v/
"Deutsche Multiple Sklerose Gesellschaft, Landesverband Hessen e.V.","Der Verein versteht sich als Interessenvertretung für MS-Kranke und ihre Angehörigen, berät diese in medizinischen, rechtlichen und beruflichen Fragen, organisiert und führt sozialmedizinische Nachsorge durch …",https://www.dzi.de/organisation/deutsche-multiple-sklerose-gesellschaft-landesverband-hessen-e-v/
Deutsche Stiftung Denkmalschutz,"Die Hauptaufgabe der Stiftung liegt in der Erhaltung und Wiederherstellung bedeutender Kulturdenkmale in Deutschland. Wo öffentliche Mittel nicht ausreichend zur Verfügung stehen, werden beispielsweise Bürgerhäuser, …",https://www.dzi.de/organisation/deutsche-stiftung-denkmalschutz/
Deutsche Stiftung Patientenschutz,"Die Deutsche Stiftung Patientenschutz vertritt die Interessen schwerstkranker, pflegebedürftiger und sterbender Menschen in allen relevanten politischen und gesellschaftlichen Bereichen. Mit ihrem bundesweiten Patientenschutztelefon unterstützt sie …",https://www.dzi.de/organisation/deutsche-stiftung-patientenschutz/
Deutsche Stiftung Verbraucherschutz,Die Deutsche Stiftung Verbraucherschutz fördert Vorhaben und Projekte im Bereich der Verbraucherbildung und -information sowie des Verbraucherschutzes. In einer immer komplexer werdenden Konsumwelt sollen insbesondere …,https://www.dzi.de/organisation/deutsche-stiftung-verbraucherschutz/
Deutsche Stiftung Weltbevölkerung (DSW),"Die Deutsche Stiftung Weltbevölkerung hat das Ziel, mit ihrer Arbeit zur Umsetzung des Rechts auf Familienplanung und zu einer zukunftsfähigen Bevölkerungsentwicklung beizutragen. Jugendliche sind daher …",https://www.dzi.de/organisation/deutsche-stiftung-weltbevoelkerung-dsw/
Deutsche Umwelthilfe e.V.,"Die Deutsche Umwelthilfe ist ein Umwelt- und klageberechtigter Verbraucherschutzverband. Sie setzt sich für einen schonenden Umgang mit natürlichen Ressourcen, Artenvielfalt und Landschaft ein. Der Verein …",https://www.dzi.de/organisation/deutsche-umwelthilfe-e-v/
Deutsche Welthungerhilfe e.V.,Die Deutsche Welthungerhilfe e.V. (DWHH) fördert in rund 35 Ländern weltweit Projekte der Entwicklungszusammenarbeit sowie Nothilfe- und Wiederaufbauprogramme nach dem Prinzip der Hilfe zur Selbsthilfe. …,https://www.dzi.de/organisation/deutsche-welthungerhilfe-e-v/
Deutsche-Direkthilfe e.V.,,https://www.dzi.de/organisation/deutsche-direkthilfe-e-v/
Deutscher Caritasverband e.V.,"Der Deutsche Caritasverband ist die Bundeszentrale der Caritas in Deutschland. Sie ist national, europäisch und international tätig. Im nationalen und europäischen Rahmen setzt sich der …",https://www.dzi.de/organisation/deutscher-caritasverband-e-v/
Deutscher Tierschutzbund e.V.,"Hauptanliegen des Deutschen Tierschutzbundes e.V. ist es, Missstände im Umgang mit Tieren aufzudecken und praktikable Lösungsvorschläge zu erarbeiten, die Öffentlichkeit für den Tierschutz zu mobilisieren …",https://www.dzi.de/organisation/deutscher-tierschutzbund-e-v/
Deutsches Blindenhilfswerk e.V.,Das Deutsche Blindenhilfswerk e.V. unterstützt hilfsbedürftige blinde und sehbehinderte Menschen insbesondere in Deutschland und Afrika. In Deutschland liegt der Schwerpunkt bei der Förderung der Teilhabe …,https://www.dzi.de/organisation/deutsches-blindenhilfswerk-e-v/
Deutsches Katholisches Blindenwerk e.V.,"Ziel des Vereins ist es, blinden, taubblinden und hochgradig sehbehinderten Menschen ein selbständiges Leben sowie die Teilnahme am öffentlichen und religiösen Leben zu ermöglichen. Das …",https://www.dzi.de/organisation/deutsches-katholisches-blindenwerk-e-v/
Deutsches Kinderhilfswerk e.V.,"Der Verein setzt sich für Kinderrechte, die Beteiligung von Kindern und Jugendlichen sowie die Überwindung von Kinderarmut in Deutschland ein. Die konkrete Vereinsarbeit besteht aus …",https://www.dzi.de/organisation/deutsches-kinderhilfswerk-e-v/
Deutsches Komitee für UNICEF e.V.,"Das Deutsche Komitee für UNICEF e.V. unterstützt das Kinderhilfswerk der Vereinten Nationen bei seinem weltweiten Einsatz für den Schutz der Kinderrechte. Mit eigenen Programmen, mit …",https://www.dzi.de/organisation/deutsches-komitee-fuer-unicef-e-v/
Deutsches Medikamenten-Hilfswerk  „action medeor“ e.V.,"Das Hauptarbeitsgebiet des Vereins liegt im medizinischen Bereich. action medeor liefert in Entwicklungsländer Medikamente, medizinische Hilfsmittel und Instrumente, die sich an den speziellen Bedürfnissen vor …",https://www.dzi.de/organisation/deutsches-medikamenten-hilfswerk-action-medeor-e-v/
Deutsches Rotes Kreuz e.V.,"Das Deutsche Rote Kreuz e.V. (Bundesverband) ist ein föderal gegliederter Mitgliederverband mit weitreichender rechtlicher Selbstständigkeit der Untergliederungen, das heißt insbesondere der 19 Landes- und 463 …",https://www.dzi.de/organisation/deutsches-rotes-kreuz-e-v/
"Dewi Saraswati Hamburg, Patenschaftskreis für die Ausbildung chancenarmer Kinder e.V.",Dewi Saraswati Hamburg e.V. will durch die Förderung von Patenkindern in Indien dem Kreislauf von unzureichender Ausbildung und Armut entgegenwirken. Mit den Patenschaftsbeiträgen wird sozial …,https://www.dzi.de/organisation/dewi-saraswati-hamburg-patenschaftskreis-fuer-die-ausbildung-chancenarmer-kinder-e-v/
Diakonie Katastrophenhilfe,Die Diakonie Katastrophenhilfe ist das humanitäre Hilfswerk der evangelischen Kirchen in Deutschland. Sie gehört gemeinsam mit der Schwesterorganisation Brot für die Welt zum Evangelischen Werk …,https://www.dzi.de/organisation/diakonie-katastrophenhilfe/
DIE FLECKENBÜHLER e.V.,"Hauptanliegen des Vereins DIE FLECKENBÜHLER e.V. ist es, für Menschen mit Suchtproblemen, die drogenfrei und selbstbestimmt leben wollen, Bedingungen zu schaffen, die es ihnen ermöglichen, …",https://www.dzi.de/organisation/die-fleckenbuehler-e-v/
"Die Heilsarmee in Deutschland, Körperschaft des öffentlichen Rechts",Die Heilsarmee in Deutschland ist eine evangelische Freikirche und der nationale Zweig der 1865 gegründeten weltweiten Heilsarmee. Die Körperschaft handelt nach eigenen Angaben auf der …,https://www.dzi.de/organisation/die-heilsarmee-in-deutschland-koerperschaft-des-oeffentlichen-rechts/
Difäm Weltweit,"Difäm Weltweit, ein Arbeitsbereich des Difäm e.V., setzt sich in Zusammenarbeit mit Partnern weltweit für Gesundheit ein. Der Arbeitsbereich ist beratend tätig und unterstützt Projekte …",https://www.dzi.de/organisation/difaem-weltweit/
Direkte Hilfe für Kinder in Not e.V.,"Der Verein unterstützt mehrfach behinderte junge Menschen, die im Kinderheim „Casa St. Maria“ in Carani, Bezirk Timisoara, Rumänien, leben. Darüber hinaus fördert er ein Projekt …",https://www.dzi.de/organisation/direkte-hilfe-fuer-kinder-in-not-e-v/
DKMS gemeinnützige GmbH,Das Hauptanliegen der DKMS gemeinnützige GmbH ist die Gewinnung von Stammzellenspendern für Leukämiepatienten und der Ausbau der Deutschen Knochenmarkspenderdatei. Darüber hinaus werden von der DKMS …,https://www.dzi.de/organisation/dkms-gemeinnuetzige-gmbh/
Don Bosco Mission Bonn,Don Bosco Mission Bonn ist eine Einrichtung der Deutschen Provinz der Salesianer Don Boscos und vertritt die internationalen Anliegen des Ordens in Deutschland. Sie fördert …,https://www.dzi.de/organisation/don-bosco-mission-bonn/
Don Bosco Mondo e.V. Jugend.Hilfe.Weltweit,Der Verein wurde im Jahr 1980 unter dem Namen „Jugend Dritte Welt - Freunde und Förderer der Missionsprokur der Salesianer Don Boscos in Bonn e.V.“ …,https://www.dzi.de/organisation/don-bosco-mondo-e-v-jugend-hilfe-weltweit/
DRF Stiftung Luftrettung gemeinnützige AG,"Die DRF Stiftung Luftrettung gemeinnützige AG (DRF gAG) hat an verschiedenen Orten Deutschlands, Österreichs und Dänemarks speziell ausgerüstete Hubschrauber für Notfalleinsätze sowie den Transport von …",https://www.dzi.de/organisation/drf-stiftung-luftrettung-gemeinnuetzige-ag/
Dunkelziffer e.V. Hilfe für sexuell missbrauchte Kinder,"Dunkelziffer e.V. engagiert sich gegen sexuellen Missbrauch von Kindern und gegen Kinderpornographie. Der Verein bietet beispielsweise Erstberatung, Soforthilfe, Therapien sowie stabilisierende Begleitung für Betroffene an …",https://www.dzi.de/organisation/dunkelziffer-e-v-hilfe-fuer-sexuell-missbrauchte-kinder/
EinDollarBrille e.V.,"Ziel der Arbeit des Vereins ist die Grundversorgung fehlsichtiger Menschen in Entwicklungsländern mit günstigen, individuell anpassbaren Brillen. Die Organisation finanziert die Ausbildung von Menschen vor …",https://www.dzi.de/organisation/eindollarbrille-e-v/
EIRENE Internationaler Christlicher Friedensdienst e.V.,"EIRENE (griechisch für Frieden) entsendet Freiwillige in Projekte nach Afrika, Lateinamerika, West- und Osteuropa sowie in die USA und Kanada. Im Durchschnitt sind rund 30 …",https://www.dzi.de/organisation/eirene-internationaler-christlicher-friedensdienst-e-v/
"Elternverein für leukämie- und krebskranke Kinder, Gießen e.V.","Der Verein betreut Kinder und Jugendliche, die an Leukämie oder Krebs erkrankt sind, sowie deren Eltern. Dazu fördert er die Station Peiper der Universitätskinderklinik Gießen …",https://www.dzi.de/organisation/elternverein-fuer-leukaemie-und-krebskranke-kinder-giessen-e-v/
Entstrickung Verein zur Prävention sexuellen Mißbrauchs von Kindern und Jugendlichen e.V.,"Entstrickung Verein zur Prävention sexuellen Mißbrauchs von Kindern und Jugendlichen e.V. fördert insbesondere Projekte, die pädagogische Konzepte zum Schutz vor sexuellem Missbrauch von Kindern und …",https://www.dzi.de/organisation/entstrickung-verein-zur-praevention-sexuellen-missbrauchs-von-kindern-und-jugendlichen-e-v/
Eritrea-Hilfswerk in Deutschland (EHD) e.V.,"Das Eritrea-Hilfswerk leistet seit 1976 Hilfe zur Selbsthilfe für bedürftige Menschen in Eritrea. Die Fördermaßnahmen umfassen die Bereiche Landwirtschaft, Gesundheit, Bildung und Soziales. Konkret unterstützt …",https://www.dzi.de/organisation/eritrea-hilfswerk-in-deutschland-ehd-e-v/
"Esel-Initiative, Gemeinnütziger Verein zur Förderung allein erziehender Frauen in entlegenen Weltregionen e.V.",,https://www.dzi.de/organisation/esel-initiative-gemeinnuetziger-verein-zur-foerderung-allein-erziehender-frauen-in-entlegenen-weltregionen-e-v/
EuroNatur – Stiftung Europäisches Naturerbe,"Die Fördermaßnahmen der Stiftung sind vielfältig und umfassen Natur- und Artenschutzprojekte (wie zum Beispiel „Grünes Band Europa“ „Braunbären in Europa“, „Zugvogelschutz“, „Wölfe in Europa“), den …",https://www.dzi.de/organisation/euronatur-stiftung-europaeisches-naturerbe/
Europäische Kinderhilfe e.V.,,https://www.dzi.de/organisation/europaeische-kinderhilfe-e-v/
Familienschutzwerk e.V.,,https://www.dzi.de/organisation/familienschutzwerk-e-v/
Fidesco e.V.,"Fidesco e.V. ist der deutsche Zweig der Missions- und Entwicklungshilfeorganisation Fidesco International, die 1981 von der katholischen Gemeinschaft Emmanuel gegründet wurde. Sie leistet in erster …",https://www.dzi.de/organisation/fidesco-e-v/
First Aid Foundation e.V.,,https://www.dzi.de/organisation/first-aid-foundation-e-v/
Flughafenverein München e.V.,"Der Flughafenverein München e.V. unterstützt auf vielfältige Weise Menschen in Not. Meist handelt es sich um individuelle Hilfen, etwa bei Schicksalsschlägen. Der Schwerpunkt der Aktivitäten …",https://www.dzi.de/organisation/flughafenverein-muenchen-e-v/
ForAfrika Deutschland e.V.,"ForAfrika Deutschland e.V. ist eine christlich-humanitäre Hilfs- und Entwicklungsorganisation, die das Ziel verfolgt, Afrika auf seinem Weg zu einem wirtschaftlich gesunden und eigenständigen Kontinent zu …",https://www.dzi.de/organisation/forafrika-deutschland-e-v/
Förderkreis Brasilien Hilfe zur Selbsthilfe e.V.,"Der FKB ist in Brasilien tätig und unterstützt dort insbesondere die Berufsausbildung junger Menschen, den (Aus-)Bau von kirchlichen und sozialen Gemeinschaftszentren, bedürftige Kinder und Erwachsene …",https://www.dzi.de/organisation/foerderkreis-brasilien-hilfe-zur-selbsthilfe-e-v/
Förderkreis für die „Schwestern Maria“ Hilfe für Kinder aus den Elendsvierteln e.V.,"Der Förderkreis für die „Schwestern Maria“ Hilfe für Kinder aus den Elendsvierteln e.V. unterstützt ausschließlich die Arbeit der Kongregation der „Sisters of Mary“ in Brasilien, …",https://www.dzi.de/organisation/foerderkreis-fuer-die-schwestern-maria-hilfe-fuer-kinder-aus-den-elendsvierteln-e-v/
Förderkreis Kooperation mit Indigenen in Amazonien e.V.,"Der Verein unterstützt die in den Urwäldern Perus lebenden indigenen Völker mit Hilfen im medizinischen, ärztlich-sozialen, landwirtschaftlichen sowie handwerklichen Bereich und fördert ihre Bemühungen um …",https://www.dzi.de/organisation/freundeskreis-indianerhilfe-e-v/
Förderverein Berliner Schloss e.V.,Der Förderverein Berliner Schloss e.V. hat sich viele Jahre für den Wiederaufbau des Berliner Stadtschlosses eingesetzt. Nachdem der Deutsche Bundestag die Wiedererrichtung des Berliner Schlosses …,https://www.dzi.de/organisation/foerderverein-berliner-schloss-e-v/
Förderverein der Hilfsaktion Noma e.V.,,https://www.dzi.de/organisation/foerderverein-der-hilfsaktion-noma-e-v/
Förderverein für Kinder in Bedrängnis e.V.,"Der Förderverein für Kinder in Bedrängnis will Einrichtungen unterstützen, die Hilfestellungen für Kinder und Jugendliche in Krisensituationen leisten. Der Schwerpunkt liegt in der finanziellen Förderung …",https://www.dzi.de/organisation/foerderverein-fuer-kinder-in-bedraengnis-e-v/
Förderverein für krebskranke Kinder e.V. Freiburg i. B.,Der Förderverein für krebskranke Kinder unterhält ein Elternhaus auf dem Gelände der Universitätsklinik in Freiburg. In diesem Haus können die Eltern in der Nähe zu …,https://www.dzi.de/organisation/foerderverein-fuer-krebskranke-kinder-e-v-freiburg-i-b/
"Förderverein Hilfe für Mensch, Tier und Umwelt e.V.",,https://www.dzi.de/organisation/foerderverein-hilfe-fuer-mensch-tier-und-umwelt-e-v/
Förderverein PRO ASYL – Arbeitsgemeinschaft für Flüchtlinge e.V.,"Der Förderverein Pro Asyl e.V. setzt sich für die Fürsorge für Flüchtlinge sowie deren Rechte nach der Genfer Flüchtlingskonvention, für politisch Verfolgte sowie für hilfsbedürftige …",https://www.dzi.de/organisation/foerderverein-pro-asyl-arbeitsgemeinschaft-fuer-fluechtlinge-e-v/
Förderverein Unfallopfer-Hilfswerk e.V.,,https://www.dzi.de/organisation/foerderverein-unfallopfer-hilfswerk-e-v/
Förderwerk für Kinder weltweit e.V.,,https://www.dzi.de/organisation/foerderwerk-fuer-kinder-weltweit-e-v/
Freundeskreis Indien Hilfe zur Selbsthilfe / Interkulturelle Begegnung e.V.,"Der Freundeskreis Indien unterstützt die im südostindischen Tiruvannamalai (Bundesstaat Tamil Nadu) ansässigen Shanthimalai Trusts (Stiftungen). Aufgabe der beiden zusammenhängenden Trusts ist es, der Not leidenden …",https://www.dzi.de/organisation/freundeskreis-indien-hilfe-zur-selbsthilfe-interkulturelle-begegnung-e-v/
FUTURO SI Initiative für Kinder in Lateinamerika e.V.,FUTURO SI Initiative für Kinder in Lateinamerika e.V. unterstützt insbesondere die brasilianische Selbsthilfeorganisation AVICRES (Gemeinschaft für Leben in Wachstum und Solidarität). Sie wurde 1991 von …,https://www.dzi.de/organisation/futuro-si-initiative-fuer-kinder-in-lateinamerika-e-v/
Gandhi Hunger Fonds e.V.,,https://www.dzi.de/organisation/gandhi-hunger-fonds-e-v/
Gegen NOMA – PARMED e.V.,Gegen NOMA - PARMED e.V. setzt sich für die nachhaltige Bekämpfung der Kinderkrankheit Noma in Burkina Faso ein. Der Schwerpunkt liegt auf Präventionsprogrammen in Partnerschaft …,https://www.dzi.de/organisation/gegen-noma-parmed-e-v/
Gemeinsam gegen Altersarmut e.V.,,https://www.dzi.de/organisation/gemeinsam-gegen-altersarmut-e-v/
Gemeinschaft Sant´Egidio e.V.,Bei der Gemeinschaft Sant´Egidio e.V. handelt es sich um den deutschen Zweig der im Jahr 1968 in Rom gegründeten Comunitá di Sant´Egidio. Nationale Organisationen bestehen …,https://www.dzi.de/organisation/gemeinschaft-santegidio-e-v/
German Doctors e.V.,German Doctors e.V. entsendet auf Zeit Ärztinnen und Ärzte (meist in deren Urlaub) zu unentgeltlichen Einsätzen in eigene Projekte. Der Verein arbeitet basismedizinisch und setzt …,https://www.dzi.de/organisation/german-doctors-e-v/
German Rotary Volunteer Doctors Districts 1800-1900 & 1930-1950 e.V.,"Die Organisation German Rotary Volunteer Doctors (GRVD e.V.) fördert freiwillige Einsätze von Ärztinnen und Ärzten in Ländern, die in besonderem Maße von medizinischer Unterversorgung betroffen …",https://www.dzi.de/organisation/german-rotary-volunteer-doctors-districts-1800-1900-1930-1950-e-v/
Gesellschaft für bedrohte Völker e.V.,"Als internationale Menschenrechtsorganisation setzt sich die Gesellschaft für bedrohte Völker e.V. für verfolgte und bedrohte ethnische und religiöse Minderheiten, Nationalitäten und Ureinwohnergemeinschaften ein. Die Organisation …",https://www.dzi.de/organisation/gesellschaft-fuer-bedrohte-voelker-e-v/
"Gesundes Afrika, Gesellschaft für Medizin und Forschung in Afrika e.V.","Gesundes Afrika, Gesellschaft für Medizin und Forschung in Afrika e.V. engagiert sich in mehreren afrikanischen Ländern. Schwerpunkte der Aktivitäten sind die Gesundheitsversorgung in ländlichen Regionen, …",https://www.dzi.de/organisation/amref-deutschland-gesellschaft-fuer-medizin-und-forschung-in-afrika-e-v/
GLS Zukunftsstiftung Entwicklung,"Die GLS Zukunftsstiftung Entwicklung fördert Projekte insbesondere in Afrika, Asien und Südamerika. Sie unterstützt beispielsweise Selbsthilfeprojekte im Bereich der ökologischen Landwirtschaft, regenerativer Energien und im …",https://www.dzi.de/organisation/zukunftsstiftung-entwicklung/
Gossner Mission,"Die Gossner Mission ist ein unabhängiges Missionswerk, das neben ihrer Inlandsarbeit und der Kooperation mit dem Berliner Missionswerk die Missionsarbeit der Gossner Partnerkirche in Indien …",https://www.dzi.de/organisation/gossner-mission/
Greenpeace e.V.,"Greenpeace e.V. ist eine internationale Umweltorganisation, die sich weltweit insbesondere für den Schutz der Lebensgrundlagen und der Umwelt einsetzt. Projekte, Aktionen und Kampagnen dienen in …",https://www.dzi.de/organisation/greenpeace-e-v/
HAMMER FORUM Medical Aid for Children e.V.,Der Verein HAMMER FORUM Medical Aid for Children e.V. leistet medizinische Hilfe für erkrankte und verletzte Kinder in Krisengebieten. Qualifizierte Fachärzte fliegen zusammen mit ihren …,https://www.dzi.de/organisation/hammer-forum-medical-aid-for-children-e-v/
Handicap International e.V.,"Einen Schwerpunkt der Vereinsarbeit bildet das Engagement für das Verbot von Landminen. In diesem Zusammenhang beteiligt sich der Verein insbesondere an Aktionen, Ausstellungen und der …",https://www.dzi.de/organisation/handicap-international-e-v/
Hans-Rosenthal-Stiftung – Schnelle Hilfe in akuter Not – e.V.,"Der Verein leistet Einzelfallhilfe für Familien und Einzelpersonen, die unverschuldet in Not geraten sind, ihre Bedürftigkeit nicht durch zumutbare Eigenanstrengungen beheben und die eine baldige …",https://www.dzi.de/organisation/hans-rosenthal-stiftung-schnelle-hilfe-in-akuter-not-e-v/
Hanseatic School for Life gemeinnützige GmbH,,https://www.dzi.de/organisation/hanseatic-school-for-life-gemeinnuetzige-gmbh/
Haukari e.V.,"Haukari e.V. unterstützt im Irak – hier im Wesentlichen in den kurdischsprachigen Landesteilen – Basisinitiativen und Projekte in den Bereichen der präventiven Gesundheitsarbeit, der Frauenförderung, …",https://www.dzi.de/organisation/haukari-e-v/
Heinz Sielmann Stiftung,"Die Heinz Sielmann Stiftung setzt sich für den Natur-, Umwelt- und Artenschutz ein. Arbeitsschwerpunkte sind der Erhalt der Artenvielfalt, die Sensibilisierung der Öffentlichkeit für den …",https://www.dzi.de/organisation/heinz-sielmann-stiftung/
Help – Hilfe zur Selbsthilfe e.V.,Help e.V. leistet Not- und Katastrophenhilfe sowie langfristig angelegte Entwicklungs- und Wiederaufbauprojekte unter Einbeziehung klimarelevanter Aspekte. Als besondere Verpflichtung versteht der Verein die Unterstützung von …,https://www.dzi.de/organisation/help-hilfe-zur-selbsthilfe-e-v/
Help + Care e.V.,,https://www.dzi.de/organisation/help-care-e-v/
Help a child e.V. Kinder finden Eltern,,https://www.dzi.de/organisation/help-a-child-e-v-kinder-finden-eltern/
HelpAge Deutschland e.V.,"HelpAge Deutschland e.V. fördert im Rahmen der Entwicklungszusammenarbeit sowie in Katastrophenfällen Projekte ausländischer Partnerorganisationen, die sich für benachteiligte und Not leidende ältere Menschen einsetzen und …",https://www.dzi.de/organisation/helpage-deutschland-e-v/
Helping Hands e.V. Wirkungsvoll helfen – Nachhaltig verändern,Helping Hands e.V. unterstützt weltweit Entwicklungshilfeprojekte sowie Hilfsaktionen in Katastrophengebieten. Der Verein ist eng mit der Kirche des Nazareners verbunden und leitet seine Mittel im …,https://www.dzi.de/organisation/helping-hands-e-v-wirkungsvoll-helfen-nachhaltig-veraendern/
Herz und Hand für Kinder in Not e.V.,"Der Verein unterstützt die Kinderarche Sarajevo, die in einem Haus mit Garten in einem Vorort von Sarajevo untergebracht ist. Die Kinderarche bietet in der Kindertagesstätte …",https://www.dzi.de/organisation/herz-und-hand-fuer-kinder-in-not-e-v/
Herzen für eine neue Welt e.V.,Herzen für eine neue Welt e.V. setzt sich für die Verbesserung der Lebensbedingungen der Landbevölkerung in den Anden Perus ein. Im Mittelpunkt stehen dabei sozial …,https://www.dzi.de/organisation/herzen-fuer-eine-neue-welt-e-v/
Herzenswünsche e.V.,"Die Mitarbeitenden des Vereins ermitteln durch Gespräche die Wünsche von schwer erkrankten Kindern sowie Jugendlichen und versuchen, diese Wünsche zu erfüllen. Zu diesem Zweck werden …",https://www.dzi.de/organisation/herzenswuensche-e-v/
Hilfe für behinderte Menschen e.V.,,https://www.dzi.de/organisation/hilfe-fuer-behinderte-menschen-e-v/
Hilfe für das verlassene Kind e.V.,"Die Arbeit mit Mutter und Kind steht im Mittelpunkt der Vereinsaktivitäten. Hier ist insbesondere das „Haus am Kirschberg“ zu nennen, das jugendlichen Schwangeren sowie jungen …",https://www.dzi.de/organisation/hilfe-fuer-das-verlassene-kind-e-v/
Hilfe für krebskranke Kinder e.V.,,https://www.dzi.de/organisation/hilfe-fuer-krebskranke-kinder-e-v/
Hilfe für Wasserkopf-Kinder in Rumänien e.V.,,https://www.dzi.de/organisation/hilfe-fuer-wasserkopf-kinder-in-rumaenien-e-v/
Hilfsaktion „Noma“ e.V.,,https://www.dzi.de/organisation/hilfsaktion-noma-e-v/
Hilfsaktion Märtyrerkirche e.V.,"Die Hilfsaktion Märtyrerkirche e.V. engagiert sich vor allem in Afrika und Asien für Menschen, die ihren christlichen Glauben nicht frei leben können und aufgrund ihrer …",https://www.dzi.de/organisation/hilfsaktion-maertyrerkirche-e-v/
Hilfswerk des Lions Club München Alt-Schwabing e.V.,Das Hilfswerk des Lions Club München Alt-Schwabing e.V. ist der rechtliche Träger der gemeinnützigen Aktivitäten des Lions Club München „Alt-Schwabing“. Alle Mitglieder des Lions Club …,https://www.dzi.de/organisation/hilfswerk-des-lions-club-muenchen-alt-schwabing-e-v/
Hirnliga e.V.,,https://www.dzi.de/organisation/hirnliga-e-v/
Hoffnungszeichen Sign of Hope e.V.,Der Schwerpunkt der Arbeit von Hoffnungszeichen Sign of Hope e.V. liegt in den Bereichen Entwicklungszusammenarbeit und Humanitäre Hilfe. Der Verein ist weltweit tätig und unterstützt …,https://www.dzi.de/organisation/hoffnungszeichen-sign-of-hope-e-v/
Hope for Children in Need e.V.,,https://www.dzi.de/organisation/hope-for-children-in-need-e-v/
Hospizbewegung Duisburg-Hamborn e.V.,Der Verein tritt für die Verbreitung der Hospizidee ein und führt im Norden Duisburgs selbst Hausbetreuungsdienste durch (ambulantes Hospiz). Diese überwiegend durch Ehrenamtliche geleisteten Dienste …,https://www.dzi.de/organisation/hospizbewegung-duisburg-hamborn-e-v/
Human Environment Life-Protection HELP e.V.,,https://www.dzi.de/organisation/human-environment-life-protection-help-e-v/
HUMAN HELP NETWORK e.V.,"HUMAN HELP NETWORK e.V. unterstützt weltweit Entwicklungs- und Nothilfeprojekte. Hauptanliegen des Vereins ist es, benachteiligten Kindern und Jugendlichen Zugang zu Bildung und Ausbildung zu verschaffen …",https://www.dzi.de/organisation/human-help-network-e-v/
humedica e.V.,"Die Schwerpunkte der Tätigkeit von humedica sind die Hilfe in Katastrophengebieten, die Versorgung von Flüchtlingen sowie Hilfsgüterlieferungen für Missionsstationen, Krankenhäuser und mobile Kliniken in den …",https://www.dzi.de/organisation/humedica-e-v/
Indienhilfe e.V.,Ziel der Projektarbeit der Indienhilfe e.V. ist die Verbesserung der Lebensbedingungen von Kindern und Jugendlichen aus armen und benachteiligten Familien in ländlichen Gebieten Westbengalens sowie …,https://www.dzi.de/organisation/indienhilfe-e-v/
Indienhilfe Köln e.V.,"Der Verein unterstützt Projekte der katholischen Schwesterngemeinschaft „Helpers of Mary“ in Indien, Kenia, Äthiopien und Tansania, insbesondere durch Kinderpatenschaften. Diese Gemeinschaft wurde 1942 durch die …",https://www.dzi.de/organisation/indienhilfe-koeln-e-v/
Ingenieure ohne Grenzen e.V.,Ingenieure ohne Grenzen e.V leistet vor allem internationale Entwicklungszusammenarbeit zur Verbesserung der technischen Infrastruktur. In Zusammenarbeit mit lokalen Partnern liegt das Hauptaugenmerk der Organisation auf …,https://www.dzi.de/organisation/ingenieure-ohne-grenzen-e-v/
INITIATIVE PATER STEPHAN e.V.,"Die INITIATIVE PATER STEPHAN e.V. engagiert sich für Not leidende Menschen im Südsudan sowie im Sudan, die unter den schwierigen sozio-ökonomischen Bedingungen sowie den politischen …",https://www.dzi.de/organisation/initiative-pater-stephan-e-v/
INKOTA-netzwerk e.V.,"INKOTA (INformation, KOordination, TAgungen) versteht sich als ökumenisches Netzwerk entwicklungspolitischer Basisgruppen. Mitglieder sind sowohl Einzelpersonen als auch Arbeitskreise, Kirchengemeinden und Weltläden. Der Verein engagiert sich …",https://www.dzi.de/organisation/inkota-netzwerk-e-v/
International Campaign for Tibet Deutschland e.V.,"International Campain for Tibet Deutschland e.V. ist Teil eines politisch und humanitär zugunsten Tibets tätigen Netzwerks. Zusammen mit den Schwesterorganisationen in den USA, in Belgien …",https://www.dzi.de/organisation/international-campaign-for-tibet-deutschland-e-v/
International Children´s Fund gGmbH,,https://www.dzi.de/organisation/international-childrens-fund-ggmbh/
International Justice Mission Deutschland e.V.,International Justice Mission Deutschland e.V. ist der deutsche Zweig der internationalen Menschenrechtsorganisation International Justice Mission (IJM). Weltweit setzt sich IJM für die Rechte armer Menschen …,https://www.dzi.de/organisation/international-justice-mission-deutschland-e-v/
Internationale Gesellschaft für Menschenrechte Deutsche Sektion e.V.,"Die Internationale Gesellschaft für Menschenrechte (IGFM) unterstützt Menschen, die sich gewaltlos für die Verwirklichung der Grundrechte in ihren Ländern einsetzen und deswegen verfolgt werden. Mittel …",https://www.dzi.de/organisation/internationale-gesellschaft-fuer-menschenrechte-deutsche-sektion-e-v/
