name,descript,eval_link
INTERPLAST – Germany e.V.,"Die Mitglieder von INTERPLAST - Germany e.V. führen unentgeltlich Operationen in verschiedenen Entwicklungsländern durch. Dort leisten die Chirurgen, Anästhesisten, OP-Schwestern und Pfleger plastisch-chirurgische Hilfe, beispielsweise …",https://www.dzi.de/organisation/interplast-germany-e-v/
INTERPLAST-Stiftung,"Die Stiftung wurde 2004 vom INTERPLAST - Germany e.V. gegründet, um in Entwicklungsländern Menschen mit angeborenen und erworbenen Defekten, wie Gesichtsfehlbildungen, Lippen-Kiefer-Gaumenspalten, Verbrennungsnarben und Tumoren …",https://www.dzi.de/organisation/interplast-stiftung/
Johannes-Hospiz Münster gGmbH,Die Gesellschaft betreibt ein Hospiz für schwerstkranke und sterbende Menschen in Münster. Die Aufnahme erfolgt auf eigenen Wunsch. Der Fort- und Weiterbildungsbereich (Akademie) des Johannes-Hospizes …,https://www.dzi.de/organisation/johannes-hospiz-muenster-ggmbh/
Johanneshilfswerk international e.V.,,https://www.dzi.de/organisation/johanneshilfswerk-international-e-v/
Johanniter-Unfall-Hilfe e.V.,Die Arbeitsbereiche der Johanniter-Unfall-Hilfe (JUH) umfassen eine Vielzahl unterschiedlicher Einrichtungen und Tätigkeitsfelder. Zu ihren Aufgaben zählen unter anderem Rettungs- und Sanitätsdienst sowie Katastrophenschutz. Zudem setzt …,https://www.dzi.de/organisation/johanniter-unfall-hilfe-e-v/
Jürgen-Wahn-Stiftung e.V.,Die Jürgen-Wahn-Stiftung e.V. engagiert sich nach dem Prinzip der „Hilfe zur Selbsthilfe“ in verschiedenen Ländern in den Bereichen Jugendfürsorge und Jugendpflege sowie Gesundheits- und Bildungswesen. …,https://www.dzi.de/organisation/juergen-wahn-stiftung-e-v/
Karuna Deutschland e.V.,"Karuna Deutschland e.V. unterstützt verschiedene Projekte in Indien, Nepal und Bangladesch. Dazu arbeitet der Verein unter anderem mit der britischen Schwesterorganisation Karuna Trust und ortsansässigen …",https://www.dzi.de/organisation/karuna-deutschland-e-v/
Katachel e.V.,Der Verein fördert gemeinsam mit afghanischen Kooperationspartnern verschiedene Projektmaßnahmen in der Provinz Kunduz im Norden Afghanistans. Konkret unterhält Katachel Patenschaften für Witwen und deren Kinder …,https://www.dzi.de/organisation/katachel-e-v/
Katarina Witt – Stiftung gGmbH,,https://www.dzi.de/organisation/katarina-witt-stiftung-ggmbh/
KIDS Kinderhilfe Deutschland e.V.,,https://www.dzi.de/organisation/kids-kinderhilfe-deutschland-e-v/
Kinder brauchen uns (KBU) e.V.,Der Verein transportiert schwer erkrankte Kinder aus Afghanistan zur medizinischen Behandlung nach Deutschland. Die Kinder werden in Krankenhäusern in verschiedenen Teilen des Bundesgebietes betreut und …,https://www.dzi.de/organisation/kinder-brauchen-uns-kbu-e-v/
Kinder in Not e.V.,,https://www.dzi.de/organisation/kinder-in-not-e-v/
Kinder in Not OWL e.V.,,https://www.dzi.de/organisation/kinder-in-not-owl-e-v/
Kinder in Rio e.V.,"Kinder in Rio e.V. unterstützt in Brasilien Kinder, Jugendliche und ihre Familien. Die Organisation hat vor Ort Familienzentren und Angebote offener Jugendarbeit sowie ergänzende Einrichtungen …",https://www.dzi.de/organisation/kinder-in-rio-e-v/
Kinder Jemens in Not e.V.,Der Verein Kinder Jemens in Not e.V. widmet sich nach eigenen Angaben der finanziellen und materiellen Unterstützung von hilfsbedürftige Kindern und deren Familien im Jemen. …,https://www.dzi.de/organisation/kinder-jemens-in-not-e-v/
Kinder Krebs Aktion Deutschland e.V.,,https://www.dzi.de/organisation/kinder-krebs-aktion-deutschland-e-v/
kinder unserer welt – initiative für notleidende kinder e.V.,"kinder unserer welt - initiative für notleidende kinder e.V. berät und betreut Paare, die ein ausländisches Kind adoptieren möchten oder bereits ein oder mehrere Kinder …",https://www.dzi.de/organisation/kinder-unserer-welt-initiative-fuer-notleidende-kinder-e-v/
Kinder- und Jugendhospizstiftung Balthasar,Die Hauptaufgabe der Kinder- und Jugendhospizstiftung Balthasar besteht in der finanziellen Unterstützung des gleichnamigen Kinder- und Jugendhospizes. In der stationären Einrichtung werden Kinder und Jugendliche …,https://www.dzi.de/organisation/kinder-und-jugendhospizstiftung-balthasar/
KINDER-Not-Hilfe-SAAR e.V.,"Die KINDER-Not-Hilfe-SAAR e.V. leistet überwiegend gezielte Einzelfallhilfe. Vorrangiges Ziel des Vereins ist es, behinderte und kranke Kinder zu unterstützen, deren Eltern insbesondere aus finanziellen Gründen …",https://www.dzi.de/organisation/kinder-not-hilfe-saar-e-v/
Kinderaktionshilfe e.V.,,https://www.dzi.de/organisation/kinderaktionshilfe-e-v/
KinderBerg International e.V.,"KinderBerg International ist in Kriegs-und Krisengebieten tätig. Mit humanitären Projekten versucht der Verein, die Betroffenen vor Ort zu stärken und damit auch den Ursachen von …",https://www.dzi.de/organisation/kinderberg-international-e-v/
Kinderherzen – Fördergemeinschaft Deutsche Kinderherzzentren e.V.,Der Verein unterstützt in Deutschland Herzzentren und Kliniken beispielsweise durch die Finanzierung von klinischen Evaluationen und Machbarkeitsstudien. Darüber hinaus fördert er Musiktherapien auf kinderkardiologischen Stationen …,https://www.dzi.de/organisation/foerdergemeinschaft-deutsche-kinderherzzentren-e-v/
Kinderhilfe Afghanistan und Trutz Erös Kinderstiftung,,https://www.dzi.de/organisation/kinderhilfe-afghanistan/
Kinderhilfe für Siebenbürgen e.V.,,https://www.dzi.de/organisation/kinderhilfe-fuer-siebenbuergen-e-v/
Kinderhilfe PASSO FUNDO e.V.,"Die Kinderhilfe PASSO FUNDO e.V. fördert in Brasilien Kinder- und Jugendzentren in Passo Fundo, die von der örtlichen Diözesan-Caritas getragen und betreut werden. Die Förderung …",https://www.dzi.de/organisation/kinderhilfe-passo-fundo-e-v/
Kinderhilfe Rumänien e.V.,"Der Verein ist in Rumänien über die Stiftung Funda?ia Ajuta?i Copiii, Lipova, tätig, deren Vorsitzende die Vorstandsvorsitzende der Kinderhilfe Rumänien e.V. ist. Schwerpunkt der Aktivitäten …",https://www.dzi.de/organisation/kinderhilfe-rumaenien-e-v/
Kinderhilfswerk Eine Welt e.V.,"Das Kinderhilfswerk Eine Welt e.V. fördert überwiegend Projekte in Mali. Es hat dort mehr als zehn Gesundheitszentren (Mutter-Kind-Zentren) errichtet, unter anderem mit finanzieller Unterstützung des …",https://www.dzi.de/organisation/kinderhilfswerk-dritte-welt-e-v/
"Kinderhilfswerk für Bogotá, Maria Jakob e.V.","Das Kinderhilfswerk für Bogotá, Maria Jakob e.V. unterstützt vor allem Sozialstationen und Bildungseinrichtungen der katholischen Kongregation der Schwestern vom Armen Kinde Jesus P.I.J. in der …",https://www.dzi.de/organisation/kinderhilfswerk-fuer-bogota-maria-jakob-e-v/
Kinderhilfswerk Stiftung Global-Care,"Die Kinderhilfswerk Stiftung Global-Care ist aus dem Kinderhilfswerk Bergen hervorgegangen, das im Jahr 1976 im Sozialdienst des Missionswerkes der Gemeinde Gottes e.V. als selbständiger Arbeitszweig …",https://www.dzi.de/organisation/kinderhilfswerk-stiftung-global-care/
Kinderhilfszentrum e.V.,,https://www.dzi.de/organisation/kinderhilfszentrum-e-v/
Kinderhospiz Sterntaler e.V. und Förderverein Kinderhospiz Sterntaler e.V.,,https://www.dzi.de/organisation/kinderhospiz-sterntaler-e-v/
Kinderhospiz-Stiftung Bergisches Land,"Die Kinderhospiz-Stiftung Bergisches Land wurde 2011 gegründet, um Familien mit lebenszeitverkürzend erkrankten Kindern zu unterstützen. Sie wird von der Bethe Stiftung, dem Caritasverband Wuppertal/Solingen und …",https://www.dzi.de/organisation/kinderhospiz-stiftung-bergisches-land/
Kinderkrebswerk für Deutschland e.V.,,https://www.dzi.de/organisation/kinderkrebswerk-fuer-deutschland-e-v/
Kindermissionswerk „Die Sternsinger“ e.V.,Das Kindermissionswerk „Die Sternsinger“ ist das Hilfswerk hinter der Sternsingeraktion. Rund um den Dreikönigstag sammeln als Sternsinger verkleidete Kinder Geld für Kinder in Not. Die …,https://www.dzi.de/organisation/kindermissionswerk-die-sternsinger-e-v/
Kindernothilfe e.V.,"Die Kindernothilfe fördert gemeinwesenorientierte und breitenwirksame Projekte in vielen Ländern Afrikas, Asiens und Lateinamerikas. In Zusammenarbeit mit den einheimischen Partnern und Projektträgern werden vor allem …",https://www.dzi.de/organisation/kindernothilfe-e-v/
Kinderrechte Afrika e.V.,Kinderrechte Afrika e.V. setzt sich für das Wohl und die Rechte der Kinder in Afrika ein. Der Verein leistet unmittelbare Arbeit für Kinder und mit …,https://www.dzi.de/organisation/kinderrechte-afrika-e-v/
Kindersuchhilfe e.V.,,https://www.dzi.de/organisation/kindersuchhilfe-e-v/
Kinderwerk Lima e.V.,"Das Kinderwerk Lima e.V. ist ein evangelisches Missions- und Hilfswerk, das verschiedene Organisationen in Peru, Paraguay und Burundi unterstützt. Schwerpunkte der Vereinsaktivitäten sind dabei der …",https://www.dzi.de/organisation/kinderwerk-lima-e-v/
KiNiKi gemeinnützige Aktiengesellschaft,Die Gesellschaft fördert vor allem Einrichtungen und Projekte der Kinder- und Jugendhilfe in Baden-Württemberg wie Heime für Kinder und Jugendliche sowie unterschiedliche Betreuungsprojekte und Angebote …,https://www.dzi.de/organisation/kiniki-gemeinnuetzige-aktiengesellschaft/
Kirche in Not/Ostpriesterhilfe Deutschland e.V.,Kirche in Not/Ostpriesterhilfe Deutschland e.V. leitet die zur Verfügung stehenden Gelder an das in Königstein ansässige internationale Sekretariat „ACN International Aid to the Church in …,https://www.dzi.de/organisation/kirche-in-not-ostpriesterhilfe-deutschland-e-v/
Kleine Patienten in Not e.V.,,https://www.dzi.de/organisation/kleine-patienten-in-not-e-v/
KOLPING INTERNATIONAL Cooperation e.V.,"Der KI Cooperation e.V. ist weltweit in etwa 40 Ländern tätig, wo er mit Kolping-Nationalverbänden und Stiftungen kooperiert, die die konkrete Projektarbeit vor Ort leisten. …",https://www.dzi.de/organisation/kolping-international-cooperation-e-v/
Kolpingstiftung-Rudolf-Geiselberger,"Die Kolpingstiftung-Rudolf-Geiselberger leistet in erster Linie „Hilfe zur Selbsthilfe“. Sie dient der Förderung der Aufgaben des Kolpingwerkes, insbesondere der Völkerverständigung und Entwicklungszusammenarbeit, der kirchlichen Jugend- …",https://www.dzi.de/organisation/kolpingstiftung-rudolf-geiselberger/
KONTAKTE-KOHTAKTbI e.V. Verein für Kontakte zu Ländern der ehemaligen Sowjetunion,KONTAKTE-KOHTAKTbI e.V. Verein für Kontakte zu Ländern der ehemaligen Sowjektunion ist insbesondere in den Bereichen der Völkerverständigung und Gesundheitshilfe tätig. In diesem Zusammenhang engagiert sich …,https://www.dzi.de/organisation/kontakte-kohtaktbi-e-v-verein-fuer-kontakte-zu-laendern-der-ehemaligen-sowjetunion/
kunst I hilft I geben –  für Arme und Wohnungslose in Köln e.V.,"Der Verein kunst hilft geben setzt sich für arme und wohnungslose Menschen in Köln ein, etwa durch Unterstützung bei Behördengängen, der Wohnungssuche und Arztbesuchen. Hinzu …",https://www.dzi.de/organisation/kunst-i-hilft-i-geben-fuer-arme-und-wohnungslose-in-koeln-e-v/
LandsAid e.V. – Verein für Internationale Humanitäre Hilfe,"LandsAid verfolgt das Ziel, Menschen, die durch Natur- oder Umweltkatastrophen, durch bewaffnete Konflikte oder Unterdrückung in Not geraten sind, zu helfen. Neben notfallmedizinischer Versorgung in …",https://www.dzi.de/organisation/landsaid-e-v-verein-fuer-internationale-humanitaere-hilfe/
Leben für Alle International gGmbH,,https://www.dzi.de/organisation/leben-fuer-alle-international-ggmbh/
Lebenshilfe für Afrika e.V.,"Der Verein initiiert und fördert Projekte zur Unterstützung und Bildung von verwaisten, behinderten oder vernachlässigten Kindern. Hauptprojekt ist das von Schwestern des St. Anna Ordens …",https://www.dzi.de/organisation/lebenshilfe-fuer-afrika-e-v/
Leserhilfswerk Nordkurier e.V.,"Das Leserhilfswerk Nordkurier e.V. leistet Einzelfallhilfe mit dem Ziel, unverschuldet in Not geratenen Mitbürgern im Verbreitungsgebiet der Tageszeitung „Nordkurier“ zu helfen. Berücksichtigt werden insbesondere akute …",https://www.dzi.de/organisation/leserhilfswerk-nordkurier-e-v/
Lichtbrücke e.V.,"Ziel des Vereins ist es, dazu beizutragen, den „Nord-Süd-Konflikt“, den Gegensatz zwischen Arm und Reich, zu überwinden. Die Organisation finanziert unter anderem den Bau und …",https://www.dzi.de/organisation/lichtbruecke-e-v/
LIFT – Zukunft für indische Mädchen e.V.,"LIFT – Zukunft für indische Mädchen e.V. fördert die Bildung und Ausbildung benachteiligter Mädchen und junger Frauen in Indien. Ziel der Fördermaßnahmen ist es, Armut …",https://www.dzi.de/organisation/lift-zukunft-fuer-indische-maedchen-e-v/
MADAMFO-GHANA Ghana-Projekt von Bettina Landgrafe e.V.,,https://www.dzi.de/organisation/madamfo-ghana-ghana-projekt-von-bettina-landgrafe-e-v/
Madeleine Schickedanz-Kinderkrebs-Stiftung,,https://www.dzi.de/organisation/madeleine-schickedanz-kinderkrebs-stiftung/
Make-A-Wish Deutschland e.V.,,https://www.dzi.de/organisation/make-a-wish-deutschland-e-v/
Malteser Stiftung,"Die Malteser Stiftung fördert verschiedene Projekte des Malteser Hilfsdienstes e.V., der Malteser Werke gGmbH und des Malteser Ordens. Dazu zählen beispielsweise die Förderung der Ehrenamtstätigkeit, …",https://www.dzi.de/organisation/malteser-stiftung/
Marianne Strauß Stiftung,"Die Marianne Strauß Stiftung leistet gezielte Einzelfallhilfe. Diese wird insbesondere in Form von finanzieller Hilfe, aber auch durch intensive persönliche Betreuung gewährt. Die Stiftung unterstützt …",https://www.dzi.de/organisation/marianne-strauss-stiftung/
Mary´s Meals Deutschland e.V.,In erster Linie leitet Mary's Meals Deutschland e.V. Spendengelder an die in Schottland ansässige Mutterorganisation Mary's Meals UK weiter. Diese fördert unter anderem Schulspeisungsprogramme und …,https://www.dzi.de/organisation/marys-meals-deutschland-e-v/
Maximilian-Kolbe-Werk e.V.,"Das Maximilian-Kolbe-Werk unterstützt seit 1973 KZ- und Ghettoüberlebende in Polen und seit 1992 auch in den Ländern der ehemaligen Sowjetunion mit dem Ziel, zur Versöhnung …",https://www.dzi.de/organisation/maximilian-kolbe-werk-e-v/
McDonald’s Kinderhilfe Stiftung,Die McDonald’s Kinderhilfe Stiftung setzt sich für Familien schwer kranker Kinder ein. Die Programme der Stiftung ergänzen die Hilfsangebote des staatlichen Gesundheitssystems für schwer kranke …,https://www.dzi.de/organisation/mcdonalds-kinderhilfe-stiftung/
medica mondiale e.V.,"medica mondiale e.V. unterstützt und stärkt traumatisierte Frauen und Mädchen, die Gewalt erfahren haben. Zu den Hilfsangeboten gehören medizinische und psychosoziale Versorgung, juristische Beratung und …",https://www.dzi.de/organisation/medica-mondiale-e-v/
Medical Mission International e.V.,,https://www.dzi.de/organisation/medical-mission-international-e-v/
medico international e.V.,"Als Hilfs- und Menschenrechtsorganisation finanziert medico Projekte in über 30 Ländern. Die Hilfen konzentrieren sich regional auf Asien, den Nahen und Mittleren Osten, Zentral- und …",https://www.dzi.de/organisation/medico-international-e-v/
Medizin mit Herz e.V.,,https://www.dzi.de/organisation/medizin-mit-herz-e-v/
Mehr Aktion! für Kinder und Jugend e.V.,,https://www.dzi.de/organisation/mehr-aktion-fuer-kinder-und-jugend-e-v/
Mensch · Umwelt · Tier e.V.,,https://www.dzi.de/organisation/mensch-%c2%b7-umwelt-%c2%b7-tier-e-v/
Menschen gegen Kindesmissbrauch e.V.,,https://www.dzi.de/organisation/menschen-gegen-kindesmissbrauch-e-v/
Mercy Ships Deutschland e.V.,Mercy Ships Deutschland e.V. ist Teil eines Zusammenschlusses von insgesamt 16 Ländervertretungen von Mercy Ships in allen Teilen der Welt. Die Mercy Ships-Organisationen unterstützen bedürftige …,https://www.dzi.de/organisation/mercy-ships-deutschland-e-v/
Miracle’s Hilfsprojekt e.V.,"Miracle’s Hilfsprojekt e.V. unterstützt hauptsächlich den Betrieb der Rhenium International School in Benin City, Nigeria. Die Schule bietet neben dem Schulunterricht von der ersten Klasse …",https://www.dzi.de/organisation/miracles-hilfsprojekt-e-v/
MISSIO – Internationales Katholisches Missionswerk Ludwig Missionsverein KdöR,"MISSIO München sorgt in besonderem Maße für die Ausbildung von kirchlichem Personal (Priestern, Schwestern, Katechisten und Laienhelfern) und den Lebensunterhalt für Bistümer in Afrika, Asien …",https://www.dzi.de/organisation/missio-internationales-katholisches-missionswerk-ludwig-missionsverein-kdoer/
missio – Internationales Katholisches Missionswerk e.V.,"missio Aachen fördert die Ausbildung von Priestern, Schwestern, Katechisten und Laienhelfern und unterstützt Bistümer in Afrika, Asien und Ozeanien in ihrem Lebensunterhalt. Darüber hinaus gewährt …",https://www.dzi.de/organisation/missio-internationales-katholisches-missionswerk-e-v/
Missionsprokura der Herz-Jesu-Priester e.V.,,https://www.dzi.de/organisation/missionsprokura-der-herz-jesu-priester-e-v/
Missionszentrale der Franziskaner e.V.,"Die Missionszentrale der Franziskaner e.V. ist Hilfswerk, Missionswerk und entwicklungspolitische Organisation. Sie unterstützt jährlich etwa 800 humanitäre, soziale, pastorale und ökologische Projekte in Lateinamerika, Afrika, …",https://www.dzi.de/organisation/missionszentrale-der-franziskaner-e-v/
muslimehelfen e.V.,,https://www.dzi.de/organisation/muslimehelfen-e-v/
Mutter Teresa Kinderhilfswerk e.V.,,https://www.dzi.de/organisation/mutter-teresa-kinderhilfswerk-e-v/
NÄCHSTENLIEBE WELTWEIT gGmbH,,https://www.dzi.de/organisation/naechstenliebe-weltweit-ggmbh/
Naturschutzbund Deutschland (NABU) e.V.,"Der Naturschutzbund Deutschland (NABU) e.V. ist in allen Bundesländern mit etwa 2.000 Orts-, Kreis- und Fachgruppen aktiv. Für deren lokale Natur- und Umweltschutzarbeit leitet der …",https://www.dzi.de/organisation/naturschutzbund-deutschland-nabu-e-v/
NCL-Stiftung,"Die NCL-Stiftung konzentriert sich auf die Bekämpfung der Krankheit Neuronale Ceroid Lipofuszinose (NCL), einer erblich bedingten und tödlich verlaufenden Stoffwechselkrankheit, die im Kindesalter ausbricht und …",https://www.dzi.de/organisation/ncl-stiftung/
Nepal Schulprojekt – Zukunft für Kinder – e.V.,,https://www.dzi.de/organisation/nepal-schulprojekt-zukunft-fuer-kinder-e-v/
NETZ Partnerschaft für Entwicklung und Gerechtigkeit e.V.,"NETZ Bangladesch ist insbesondere auf dem Gebiet der Entwicklungszusammenarbeit tätig. Inhaltlich legt der Verein die Schwerpunkte auf Einkommen schaffende Maßnahmen, Grundbildung und Menschenrechte. Konkret werden …",https://www.dzi.de/organisation/netz-partnerschaft-fuer-entwicklung-und-gerechtigkeit-e-v/
Neuapostolische Kirche – karitativ e.V.,"NAK-karitativ ist ein Hilfswerk der Neuapostolischen Kirche Deutschlands. Als Organisation der Entwicklungszusammenarbeit ist der Verein gemeinsam mit Partnerorganisationen in rund 15 Ländern aktiv, schwerpunktmäßig in …",https://www.dzi.de/organisation/neuapostolische-kirche-karitativ-e-v/
nph Kinderhilfe Lateinamerika e.V.,"nph Kinderhilfe Lateinamerika e.V. unterstützt in neun Ländern Lateinamerikas Kinderdörfer, in denen rund 3.500 Kinder und Jugendliche leben. Die finanziellen Mittel werden für Ernährung, Kleidung, …",https://www.dzi.de/organisation/nph-kinderhilfe-lateinamerika-e-v/
OBDACH e.V. Wohnung+Betreuung+Beschäftigung für alleinstehende Menschen,"OBDACH e.V. kümmert sich um alleinstehende wohnungslose Menschen überwiegend im Stadtgebiet von Heidelberg und versucht, diese durch Hilfe zur Selbsthilfe an ein normales Leben heranzuführen. …",https://www.dzi.de/organisation/obdach-e-v-wohnungbetreuungbeschaeftigung-fuer-alleinstehende-menschen/
Open Doors – Deutschland e.V.,,https://www.dzi.de/organisation/open-doors-deutschland-e-v/
Opportunity International Deutschland (OID),"Der Arbeitsschwerpunkt von Opportunity International Deutschland (OID) liegt in der Armutsbekämpfung insbesondere in Ländern des globalen Südens. Durch Beratung, Schulungen und den Zugang zu finanziellen …",https://www.dzi.de/organisation/opportunity-international-deutschland-oid/
ora Kinderhilfe International e.V.,ora Kinderhilfe International e.V. engagiert sich als christlich-überkonfessionelles Hilfswerk weltweit für Menschen in Not. Im Mittelpunkt stehen dabei Kinder und ihre Familien in armen Regionen. …,https://www.dzi.de/organisation/ora-kinderhilfe-international-e-v/
OroVerde – Die Tropenwaldstiftung,OroVerde setzt sich für den Erhalt der tropischen Regenwälder ein. Zu diesem Zweck fördert die Stiftung einerseits Modellprojekte in tropischen Ländern und betreibt andererseits Bewusstseinsarbeit …,https://www.dzi.de/organisation/oroverde-die-tropenwaldstiftung/
OXFAM DEUTSCHLAND e.V.,Oxfam Deutschland leistet im Rahmen des internationalen Verbundes in vielen Ländern Nothilfe und fördert Entwicklungsprojekte. Die Projekte werden über Länderbüros und Partnerorganisationen vor Ort umgesetzt. …,https://www.dzi.de/organisation/oxfam-deutschland-e-v/
ParkinsonFonds Deutschland gGmbH,,https://www.dzi.de/organisation/parkinsonfonds-deutschland-ggmbh/
Patengemeinschaft für Kinder in Indien e.V.,"Die Patengemeinschaft für Kinder in Indien e.V. unterstützt Kinder und Jugendliche in etwa 20 Kinderheimen und Ausbildungseinrichtungen in Südindien mit dem Ziel, ihnen eine Schul- …",https://www.dzi.de/organisation/patengemeinschaft-fuer-hungernde-kinder-e-v/
PERSPEKTIVEN Gemeinschaft zur Unterstützung von Projekten für sozial Benachteiligte in Osteuropa e.V.,"Perspektiven e.V. unterstützt im Raum Sankt Petersburg, Russland, angesiedelte Projekte für behinderte Kinder und Erwachsene sowie für Kinder und Jugendliche aus sozialen Risikogruppen und leistet …",https://www.dzi.de/organisation/perspektiven-gemeinschaft-zur-unterstuetzung-von-projekten-fuer-sozial-benachteiligte-in-osteuropa-e-v/
Philip Breuel Stiftung (PBS),"Die Philip Breuel Stiftung unterstützt sozial benachteiligte Kinder – vor allem in sozialen Brennpunkten Hamburgs – indem sie das Selbstvertrauen, die Motivation und Kompetenz dieser …",https://www.dzi.de/organisation/philip-breuel-stiftung-pbs/
placet – Plastisch-Chirurgisches Centrum für Terroropfer e.V.,"placet e.V. setzt sich für die plastisch-chirurgische Behandlung und gesundheitliche Versorgung von Menschen ein, die durch Krieg oder Terror schwer verletzt wurden und in ihren …",https://www.dzi.de/organisation/placet-plastisch-chirurgisches-centrum-fuer-terroropfer-e-v/
Plan International Deutschland e.V.,"Plan International Deutschland e.V. unterstützt mit seinen Hilfsmaßnahmen Kinder und junge Erwachsene, deren Familien und Gemeinden, die von Armut und existenzieller Not bedroht sind. Das …",https://www.dzi.de/organisation/plan-international-deutschland-e-v/
PRIMAKLIMA e.V.,"PRIMAKLIMA setzt sich für natürliche Klimaschutzlösungen ein. Zu diesem Zweck unterstützt der Verein insbesondere Projekte, in denen Bäume gepflanzt oder Wälder vor der Zerstörung bewahrt …",https://www.dzi.de/organisation/primaklima-e-v/
Pro Wildlife e.V.,"Pro Wildlife e.V. engagiert sich im weltweiten Artenschutz, beispielsweise von Affen, Eisbären, Elefanten, Walen und Delfinen. Darüber hinaus setzt sich Pro Wildlife e.V. unter anderem …",https://www.dzi.de/organisation/pro-wildlife-e-v/
ProBrasil e.V.,"Der Verein fördert die Projektarbeit der brasilianischen Organisationen Associação ProBrasil in Sao Paulo und Associação Comunitária Serra da Capivara im Piauí (""ProBrasil Nordeste""). Diese unterstützen …",https://www.dzi.de/organisation/probrasil-e-v/
projekt Anna – Kinderhilfe Kaliningrad e.V.,"projekt Anna – Kinderhilfe Kaliningrad e.V. engagiert sich für benachteiligte Kinder, Jugendliche und Heranwachsende im Kaliningrader Gebiet. Der Verein möchte in dem russischen Gebiet insbesondere …",https://www.dzi.de/organisation/projekt-anna-kinderhilfe-kaliningrad-e-v/
ProLeben e.V.,,https://www.dzi.de/organisation/proleben-e-v/
Quo Vadis Vereinte Jugend- und Altenhilfe e.V.,,https://www.dzi.de/organisation/quo-vadis-vereinte-jugend-und-altenhilfe-e-v/
Rambazotti – internationaler Kinder- und Jugendcircus e.V.,"Der Verein betreibt den Circus „Rambazotti“, in dem Kinder und Jugendliche auftreten. Teil dieses pädagogischen Gesamtprojekts, das überwiegend als Zweckbetrieb geführt wird, sind wöchentliche Trainingsstunden, …",https://www.dzi.de/organisation/rambazotti-internationaler-kinder-und-jugendcircus-e-v/
Reiner Meutsch Stiftung – fly and help,"Die Reiner Meutsch Stiftung – fly and help engagiert sich in der Entwicklungszusammenarbeit. Sie unterstützt in verschiedenen Ländern vor allem Projekte, die sich für die …",https://www.dzi.de/organisation/reiner-meutsch-stiftung-fly-and-help/
Renovabis e.V.,"Renovabis fördert Projekte in zahlreichen Ländern Mittel- und Osteuropas einschließlich der gesamten Russischen Föderation, der mittelasiatischen Republiken und der transkaukasischen Länder. Antragsteller sind zum Beispiel …",https://www.dzi.de/organisation/renovabis-e-v/
Reporter ohne Grenzen e.V.,Reporter ohne Grenzen ist der deutsche Zweig der 1985 in Frankreich gegründeten Organisation Reporters Sans Frontières. Das Netzwerk setzt sich weltweit für Meinungs- und Pressefreiheit …,https://www.dzi.de/organisation/reporter-ohne-grenzen-e-v/
Rettet den Regenwald e.V.,"Ein Schwerpunkt von Rettet den Regenwald e.V. ist die finanzielle Unterstützung von Umwelt-, Tierschutz- und Menschenrechtsorganisationen in Regenwaldländern, wie zum Beispiel in Indonesien, Westafrika, Malaysia …",https://www.dzi.de/organisation/rettet-den-regenwald-e-v/
Rhein-Donau-Stiftung e.V.,"Die Tätigkeitsschwerpunkte der Rhein-Donau-Stiftung e.V. liegen in der Schulförderung von Kindern, der technischen, medizinischen und landwirtschaftlichen Berufsausbildung – insbesondere von Frauen – und der Förderung …",https://www.dzi.de/organisation/rhein-donau-stiftung-e-v/
Rollstuhlfahrer in Not e.V.,,https://www.dzi.de/organisation/rollstuhlfahrer-in-not-e-v/
ROTE NASEN Deutschland e.V. – Clowns im Krankenhaus,ROTE NASEN Deutschland e.V. unterstützt Menschen mit der Kraft des Humors und schenkt ihnen in Krisen neuen Mut und Lebensfreude. ROTE NASEN Clowns sind speziell …,https://www.dzi.de/organisation/rote-nasen-deutschland-e-v-clowns-im-krankenhaus/
Samaritan´s Purse e.V.,Samaritan’s Purse e.V. (ehemals Geschenke der Hoffnung e.V.) ist ein christliches Hilfswerk und Zweig der amerikanischen Organisation „Samaritan´s Purse“. Der Verein hat seine Wurzeln in …,https://www.dzi.de/organisation/samaritans-purse-e-v/
Save the Children Deutschland e.V.,"Save the Children Deutschland e.V. ist der deutsche Zweig des 1919 in England gegründeten Kinderhilfswerks Save the Children, das sich weltweit insbesondere für das Wohlergehen …",https://www.dzi.de/organisation/save-the-children-deutschland-e-v/
Schenke eine Ziege e.V.,"In Zusammenarbeit mit der in Uganda ansässigen Organisation ""Give a Goat - Africa"" unterstützt die Organisation Schenke eine Ziege e.V. Maßnahmen zur Verbesserung der Lebensqualität …",https://www.dzi.de/organisation/schenke-eine-ziege-e-v/
Schulverein Uganda e.V.,,https://www.dzi.de/organisation/schulverein-uganda-e-v/
Sea Shepherd Deutschland e.V.,"Sea Shepherd Deutschland e.V. wurde 2010 mit dem Ziel gegründet, die international bereits seit den 1970-er Jahren bestehende Sea Shepherd Conservation Society (SSCS) zu unterstützen. …",https://www.dzi.de/organisation/sea-shepherd-deutschland-e-v/
Seniorenhilfe Nordrhein e.V.,,https://www.dzi.de/organisation/seniorenhilfe-nordrhein-e-v/
Shelter Now Germany e.V.,"Der Verein fördert Projekte von Shelter Now Afghanistan in Afghanistan und unterstützt Flüchtlinge, vorwiegend Jesiden, im Nordirak. In weiten Teilen Afghanistans unterstützt Shelter Now Germany …",https://www.dzi.de/organisation/shelter-now-germany-e-v/
